,Player,Age,Pos,G,Tgt/G,Rec/G,Rec Yds/G,Yds/Rec,Rec TD/G,Rec 1D/G,Rec Lng,Ctch%,Yds/Tgt,Att/G,Rush Yds/G,Rush TD,Rush 1D,Rush Lng,Yds/Att,Touch/G,Yds/Touch,Scrim Yds/G,RRTD/G,Fmb/G,hyper_link
108,Emmanuel Sanders,34,WR,14.0,5.142857,3.0,44.714287,14.9,0.2857143,2.2142856,41,0.583,8.7,0.14285715,2.2142856,0,2,24,15.499999,3.142857,14.931818,46.92857,0.2857143,0.0,https://www.pro-football-reference.com/players/S/SandEm00.htm
109,Quez Watkins,23,WR,17.0,3.6470587,2.5294118,38.058823,15.0,0.05882353,1.4705882,91,0.6940000000000001,10.4,0.05882353,0.1764706,0,0,3,3.0,2.5882354,14.772727,38.235294,0.05882353,0.0,https://www.pro-football-reference.com/players/W/WatkQu00.htm
110,Clyde Edwards-Helaire,22,rb,10.0,2.3,1.9,12.9,6.8,0.2,0.8,29,0.826,5.6,11.9,51.7,4,21,17,4.344538,13.8,4.681159,64.6,0.6,0.2,https://www.pro-football-reference.com/players/E/EdwaCl00.htm
111,Brandon Bolden,31,rb,17.0,2.8823528,2.4117646,23.82353,9.9,0.11764706,1.2352941,28,0.8370000000000001,8.3,2.5882354,13.294118,1,12,24,5.1363635,5.0,7.423529,37.117645,0.1764706,0.05882353,https://www.pro-football-reference.com/players/B/BoldBr00.htm
112,Rex Burkhead,31,rb,16.0,2.0,1.5625,11.625,7.4,0.0,0.5625,20,0.7809999999999999,5.8,7.625,26.6875,3,30,36,3.5,9.1875,4.1700683,38.3125,0.1875,0.0625,https://www.pro-football-reference.com/players/B/BurkRe00.htm
113,Cedrick Wilson Jr.,26,wr,16.0,3.8125,2.8125,37.625,13.4,0.375,1.6875,73,0.738,9.9,0.125,0.6875,0,1,6,5.5,2.9375,13.042553,38.3125,0.375,0.1875,https://www.pro-football-reference.com/players/W/WilsCe01.htm
114,Cole Kmet,22,TE,17.0,5.470588,3.5294118,36.0,10.2,0.0,1.7058823,25,0.645,6.6,0.05882353,0.0,0,0,0,0.0,3.5882354,10.032786,36.0,0.0,0.0,https://www.pro-football-reference.com/players/K/KmetCo00.htm
115,Deonte Harris,24,wr,13.0,4.5384617,2.7692308,43.846153,15.8,0.23076923,1.7692307,72,0.61,9.7,0.3846154,3.1538463,0,1,22,8.2,3.1538463,14.902438,47.0,0.23076923,0.15384616,https://www.pro-football-reference.com/players/H/HarrDe07.htm
116,Ty Johnson,24,rb,16.0,3.4375,2.125,23.25,10.9,0.125,1.25,23,0.618,6.8,3.8125,14.875,2,13,24,3.9016395,5.9375,6.4210525,38.125,0.25,0.125,https://www.pro-football-reference.com/players/J/JohnTy02.htm
117,Jarvis Landry,29,,12.0,7.25,4.3333335,47.5,11.0,0.16666667,2.5,38,0.598,6.6,0.5,3.3333333,2,4,16,6.6666665,4.8333335,10.517241,50.833332,0.33333334,0.25,https://www.pro-football-reference.com/players/L/LandJa00.htm
118,J.D. McKissic,28,rb,11.0,4.818182,3.909091,36.090908,9.2,0.18181819,1.3636364,56,0.8109999999999999,7.5,4.3636365,19.272728,2,14,15,4.4166665,8.272727,6.692308,55.363636,0.36363637,0.0,https://www.pro-football-reference.com/players/M/McKiJ.00.htm
119,Kalif Raymond,27,WR,16.0,4.4375,3.0,36.0,12.0,0.25,1.75,75,0.6759999999999999,8.1,0.25,1.75,0,2,13,7.0,3.25,11.615385,37.75,0.25,0.0,https://www.pro-football-reference.com/players/R/RaymKa00.htm
120,Hunter Henry,27,te,17.0,4.4117646,2.9411764,35.47059,12.1,0.5294118,2.0,35,0.667,8.0,,,,0,,,2.9411764,12.06,35.47059,0.5294118,0.0,https://www.pro-football-reference.com/players/H/HenrHu00.htm
121,Robert Woods,29,wr,9.0,7.6666665,5.0,61.77778,12.4,0.44444445,3.7777777,28,0.652,8.1,0.8888889,5.111111,1,1,16,5.75,5.888889,11.35849,66.888885,0.5555556,0.0,https://www.pro-football-reference.com/players/W/WoodRo02.htm
123,Donovan Peoples-Jones,22,wr,14.0,4.142857,2.4285715,42.642857,17.6,0.21428572,1.8571428,60,0.586,10.3,,,,0,,,2.4285715,17.558823,42.642857,0.21428572,0.14285715,https://www.pro-football-reference.com/players/P/PeopDo00.htm
124,Tyler Conklin,26,TE,17.0,5.117647,3.5882354,34.882355,9.7,0.1764706,1.5294118,40,0.701,6.8,,,,0,,,3.5882354,9.721312,34.882355,0.1764706,0.05882353,https://www.pro-football-reference.com/players/C/ConkTy00.htm
125,Elijah Moore,21,wr,11.0,7.0,3.909091,48.909092,12.5,0.45454547,2.1818182,62,0.5579999999999999,7.0,0.45454547,4.909091,1,3,19,10.8,4.3636365,12.333333,53.81818,0.54545456,0.0,https://www.pro-football-reference.com/players/M/MoorEl00.htm
126,Dawson Knox,25,TE,15.0,4.733333,3.2666667,39.133335,12.0,0.6,2.0666666,53,0.69,8.3,0.0,0.26666668,0,0,0,inf,3.2666667,12.061225,39.4,0.6,0.0,https://www.pro-football-reference.com/players/K/KnoxDa00.htm
127,Nyheim Hines,25,rb,17.0,3.3529413,2.3529413,18.235294,7.8,0.05882353,0.88235295,36,0.7020000000000001,5.4,3.2941177,16.235294,2,15,34,4.928571,5.647059,6.1041665,34.47059,0.1764706,0.1764706,https://www.pro-football-reference.com/players/H/HineNy00.htm
128,T.J. Hockenson,24,TE,12.0,7.0,5.0833335,48.583332,9.6,0.33333334,2.6666667,33,0.726,6.9,,,,0,,,5.0833335,9.557377,48.583332,0.33333334,0.0,https://www.pro-football-reference.com/players/H/HockTJ00.htm
129,Latavius Murray,31,rb,14.0,0.9285714,0.71428573,5.357143,7.5,0.0,0.14285715,18,0.769,5.8,8.5,35.785713,6,36,46,4.210084,9.214286,4.465116,41.142857,0.42857143,0.0,https://www.pro-football-reference.com/players/M/MurrLa00.htm
130,DeAndre Hopkins,29,wr,10.0,6.4,4.2,57.2,13.6,0.8,3.2,55,0.6559999999999999,8.9,,,,0,,,4.2,13.619048,57.2,0.8,0.0,https://www.pro-football-reference.com/players/H/HopkDe00.htm
131,Bryan Edwards,23,WR,16.0,3.6875,2.125,35.6875,16.8,0.1875,1.625,51,0.5760000000000001,9.7,0.0625,0.0,0,0,0,0.0,2.1875,16.314285,35.6875,0.1875,0.0625,https://www.pro-football-reference.com/players/E/EdwaBr01.htm
132,Byron Pringle,28,wr,17.0,3.5294118,2.4705882,33.411766,13.5,0.29411766,1.882353,40,0.7,9.5,,,,0,,,2.4705882,13.52381,33.411766,0.29411766,0.11764706,https://www.pro-football-reference.com/players/P/PrinBy00.htm
133,Jared Cook,34,te,16.0,5.1875,3.0,35.25,11.8,0.25,1.9375,42,0.578,6.8,,,,0,,,3.0,11.75,35.25,0.25,0.0,https://www.pro-football-reference.com/players/C/CookJa02.htm
134,Tyler Higbee,28,TE,15.0,5.6666665,4.0666666,37.333332,9.2,0.33333334,2.2,37,0.718,6.6,,,,0,,,4.0666666,9.180327,37.333332,0.33333334,0.06666667,https://www.pro-football-reference.com/players/H/HigbTy00.htm
135,Kareem Hunt,26,rb,8.0,3.375,2.75,21.75,7.9,0.0,1.25,23,0.815,6.4,9.75,48.25,5,22,33,4.948718,12.5,5.6,70.0,0.625,0.0,https://www.pro-football-reference.com/players/H/HuntKa00.htm
136,Robby Anderson,28,WR,17.0,6.470588,3.1176472,30.529411,9.8,0.29411766,1.5882353,57,0.48200000000000004,4.7,0.1764706,2.1176472,0,1,30,12.0,3.2941177,9.910715,32.64706,0.29411766,0.0,https://www.pro-football-reference.com/players/A/AndeRo04.htm
137,Odell Beckham Jr.,29,,14.0,5.857143,3.142857,38.357143,12.2,0.35714287,1.9285715,54,0.537,6.5,0.14285715,1.0,0,1,10,6.9999995,3.2857144,11.978261,39.357143,0.35714287,0.0,https://www.pro-football-reference.com/players/B/BeckOd00.htm
138,Antonio Brown,33,,7.0,8.857142,6.0,77.85714,13.0,0.5714286,4.142857,62,0.677,8.8,0.14285715,0.85714287,0,0,6,6.0,6.142857,12.813953,78.71429,0.5714286,0.0,https://www.pro-football-reference.com/players/B/BrowAn04.htm
139,Gabriel Davis,22,wr,16.0,3.9375,2.1875,34.3125,15.7,0.375,1.8125,49,0.556,8.7,,,,0,,,2.1875,15.685715,34.3125,0.375,0.0,https://www.pro-football-reference.com/players/D/DaviGa01.htm
140,Zay Jones,26,wr,17.0,4.117647,2.764706,32.117645,11.6,0.05882353,1.7058823,43,0.6709999999999999,7.8,0.11764706,0.1764706,0,0,4,1.5,2.8823528,11.204082,32.294117,0.05882353,0.05882353,https://www.pro-football-reference.com/players/J/JoneZa00.htm
141,Kenyan Drake,27,rb,12.0,3.3333333,2.5,24.25,9.7,0.083333336,1.0,31,0.75,7.3,5.25,21.166666,2,15,21,4.031746,7.75,5.860215,45.416668,0.25,0.083333336,https://www.pro-football-reference.com/players/D/DrakKe00.htm
142,Allen Lazard,26,WR,15.0,4.0,2.6666667,34.2,12.8,0.53333336,1.8666667,42,0.667,8.6,0.2,2.1333334,0,2,14,10.666667,2.8666666,12.674418,36.333332,0.53333336,0.0,https://www.pro-football-reference.com/players/L/LazaAl00.htm
143,Kenneth Gainwell,22,rb,16.0,3.125,2.0625,15.8125,7.7,0.0625,0.875,19,0.66,5.1,4.25,18.1875,5,19,18,4.279412,6.3125,5.3861384,34.0,0.375,0.125,https://www.pro-football-reference.com/players/G/GainKe00.htm
144,Justin Jackson,25,rb,14.0,1.7857143,1.5714285,12.714286,8.1,0.0,0.5714286,25,0.88,7.1,4.857143,26.0,2,18,75,5.352941,6.428571,6.0222225,38.714287,0.14285715,0.071428575,https://www.pro-football-reference.com/players/J/JackJu01.htm
145,Zack Moss,24,,13.0,2.4615386,1.7692307,15.153846,8.6,0.07692308,0.9230769,24,0.7190000000000001,6.2,7.3846154,26.538462,4,22,17,3.59375,9.153846,4.5546217,41.692307,0.3846154,0.15384616,https://www.pro-football-reference.com/players/M/MossZa00.htm
146,Khalil Herbert,23,rb,17.0,0.9411765,0.8235294,5.647059,6.9,0.0,0.3529412,20,0.875,6.0,6.0588236,25.470589,2,24,29,4.2038836,6.882353,4.5213675,31.117647,0.11764706,0.05882353,https://www.pro-football-reference.com/players/H/HerbKh00.htm
147,Kenny Golladay,28,WR,14.0,5.428571,2.642857,37.214287,14.1,0.0,1.9285715,36,0.48700000000000004,6.9,,,,0,,,2.642857,14.081081,37.214287,0.0,0.0,https://www.pro-football-reference.com/players/G/GollKe00.htm
148,Rashod Bateman,22,wr,12.0,5.6666665,3.8333333,42.916668,11.2,0.083333336,2.4166667,36,0.6759999999999999,7.6,,,,0,,,3.8333333,11.195653,42.916668,0.083333336,0.0,https://www.pro-football-reference.com/players/B/BateRa00.htm
149,DeVante Parker,28,wr,10.0,7.3,4.0,51.5,12.9,0.2,2.9,42,0.5479999999999999,7.1,,,,0,,,4.0,12.875,51.5,0.2,0.0,https://www.pro-football-reference.com/players/P/ParkDe01.htm
150,Rondale Moore,21,wr,14.0,4.571429,3.857143,31.071428,8.1,0.071428575,1.2857143,77,0.8440000000000001,6.8,1.2857143,5.428571,0,2,26,4.2222223,5.142857,7.0972223,36.5,0.071428575,0.21428572,https://www.pro-football-reference.com/players/M/MoorRo02.htm
151,Alex Collins,27,rb,11.0,0.90909094,0.8181818,7.909091,9.7,0.0,0.27272728,28,0.9,8.7,9.818182,37.363636,2,22,25,3.8055553,10.636364,4.25641,45.272728,0.18181819,0.09090909,https://www.pro-football-reference.com/players/C/CollAl00.htm
152,Gerald Everett,27,,15.0,4.2,3.2,31.866667,10.0,0.26666668,1.7333333,41,0.762,7.6,0.2,1.3333334,0,2,13,6.666667,3.4,9.764706,33.2,0.26666668,0.13333334,https://www.pro-football-reference.com/players/E/EverGe00.htm
154,Pat Freiermuth,23,te,16.0,4.9375,3.75,31.0625,8.3,0.4375,2.125,24,0.759,6.3,,,,0,,,3.75,8.283334,31.0625,0.4375,0.0625,https://www.pro-football-reference.com/players/F/FreiPa00.htm
155,C.J. Uzomah,28,TE,16.0,3.9375,3.0625,30.8125,10.1,0.3125,1.5,55,0.778,7.8,,,,0,,,3.0625,10.061225,30.8125,0.3125,0.0,https://www.pro-football-reference.com/players/U/UzomC.00.htm
156,Corey Davis,26,wr,9.0,6.5555553,3.7777777,54.666668,14.5,0.44444445,2.5555556,53,0.5760000000000001,8.3,,,,0,,,3.7777777,14.470589,54.666668,0.44444445,0.22222222,https://www.pro-football-reference.com/players/D/DaviCo03.htm
157,Ronald Jones II,24,rb,16.0,0.8125,0.625,4.0,6.4,0.0,0.125,15,0.769,4.9,6.3125,26.75,4,25,30,4.2376237,6.9375,4.4324327,30.75,0.25,0.125,https://www.pro-football-reference.com/players/J/JoneRo01.htm
158,Henry Ruggs III,22,,7.0,5.142857,3.4285715,67.0,19.5,0.2857143,2.2857144,61,0.667,13.0,0.42857143,2.2857144,0,0,7,5.3333335,3.857143,17.962963,69.28571,0.2857143,0.0,https://www.pro-football-reference.com/players/R/RuggHe00.htm
159,Nelson Agholor,28,WR,15.0,4.266667,2.4666667,31.533333,12.8,0.2,1.5333333,44,0.578,7.4,0.2,0.73333335,0,0,6,3.6666667,2.6666667,12.099999,32.266666,0.2,0.0,https://www.pro-football-reference.com/players/A/AghoNe00.htm
160,Jalen Guyton,24,wr,16.0,3.0,1.9375,28.0,14.5,0.1875,1.3125,59,0.6459999999999999,9.3,0.4375,2.125,0,2,21,4.857143,2.375,12.684211,30.125,0.1875,0.0625,https://www.pro-football-reference.com/players/G/GuytJa01.htm
161,David Njoku,25,TE,16.0,3.3125,2.25,29.6875,13.2,0.25,1.0625,71,0.679,9.0,0.0625,0.0625,0,0,1,1.0,2.3125,12.864865,29.75,0.25,0.0,https://www.pro-football-reference.com/players/N/NjokDa00.htm
162,Nick Westbrook-Ikhine,24,wr,16.0,3.5625,2.375,29.75,12.5,0.25,1.4375,46,0.667,8.4,,,,0,,,2.375,12.526316,29.75,0.25,0.0625,https://www.pro-football-reference.com/players/W/WestNi00.htm
163,Braxton Berrios,26,wr,16.0,4.0625,2.875,26.9375,9.4,0.125,1.3125,46,0.708,6.6,0.4375,2.5,2,3,11,5.714286,3.3125,8.886792,29.4375,0.25,0.0625,https://www.pro-football-reference.com/players/B/BerrBr00.htm
164,Jerry Jeudy,22,wr,10.0,5.6,3.8,46.7,12.3,0.0,2.2,40,0.679,8.3,0.2,0.3,0,0,3,1.5,4.0,11.75,47.0,0.0,0.1,https://www.pro-football-reference.com/players/J/JeudJe00.htm
165,DeSean Jackson,35,,16.0,2.125,1.25,28.375,22.7,0.125,0.75,75,0.588,13.4,0.0625,0.25,0,0,4,4.0,1.3125,21.809525,28.625,0.125,0.0625,https://www.pro-football-reference.com/players/J/JackDe00.htm
166,Boston Scott,26,rb,16.0,1.0,0.8125,5.1875,6.4,0.0,0.1875,19,0.813,5.2,5.4375,23.3125,7,24,23,4.2873564,6.25,4.56,28.5,0.4375,0.0625,https://www.pro-football-reference.com/players/S/ScotBo02.htm
167,Ameer Abdullah,28,,17.0,3.1176472,2.235294,17.0,7.6,0.05882353,0.7647059,23,0.7170000000000001,5.5,3.0,9.764706,0,8,15,3.254902,5.2352943,5.1123595,26.764706,0.05882353,0.0,https://www.pro-football-reference.com/players/A/AbduAm00.htm
168,David Johnson,30,rb,13.0,3.2307692,2.4615386,17.307692,7.0,0.07692308,0.84615386,16,0.762,5.4,5.1538463,17.538462,0,7,15,3.402985,7.6153846,4.5757575,34.846153,0.07692308,0.07692308,https://www.pro-football-reference.com/players/J/JohnDa08.htm
169,Keelan Cole,28,WR,15.0,3.4,1.8666667,29.933332,16.0,0.06666667,1.3333334,54,0.5489999999999999,8.8,,,,0,,,1.8666667,16.035713,29.933332,0.06666667,0.0,https://www.pro-football-reference.com/players/C/ColeKe00.htm
170,Jamison Crowder,28,wr,12.0,5.9166665,4.25,37.25,8.8,0.16666667,2.0,29,0.718,6.3,,,,0,,,4.25,8.764706,37.25,0.16666667,0.083333336,https://www.pro-football-reference.com/players/C/CrowJa00.htm
171,Nico Collins,22,wr,14.0,4.285714,2.357143,31.857143,13.5,0.071428575,1.5714285,32,0.55,7.4,,,,0,,,2.357143,13.515151,31.857143,0.071428575,0.0,https://www.pro-football-reference.com/players/C/CollNi00.htm
172,Michael Gallup,25,wr,9.0,6.888889,3.8888888,49.444443,12.7,0.22222222,2.5555556,41,0.565,7.2,,,,0,,,3.8888888,12.714286,49.444443,0.22222222,0.0,https://www.pro-football-reference.com/players/G/GallMi00.htm
173,Samaje Perine,26,,16.0,1.9375,1.6875,12.25,7.3,0.0625,0.5625,23,0.871,6.3,3.4375,15.375,1,11,46,4.4727273,5.125,5.390244,27.625,0.125,0.0,https://www.pro-football-reference.com/players/P/PeriSa00.htm
174,Dontrell Hilliard,26,rb,8.0,3.25,2.375,10.875,4.6,0.0,0.875,28,0.731,3.3,7.0,43.75,2,15,68,6.25,9.375,5.826667,54.625,0.25,0.25,https://www.pro-football-reference.com/players/H/HillDo00.htm
175,Julio Jones,32,wr,10.0,4.8,3.1,43.4,14.0,0.1,1.9,51,0.6459999999999999,9.0,,,,0,,,3.1,14.000001,43.4,0.1,0.0,https://www.pro-football-reference.com/players/J/JoneJu02.htm
176,Laquon Treadwell,26,wr,12.0,4.25,2.75,36.166668,13.2,0.083333336,1.8333334,41,0.647,8.5,,,,0,,,2.75,13.151516,36.166668,0.083333336,0.0,https://www.pro-football-reference.com/players/T/TreaLa00.htm
177,Kyler Murray,24,QB,14.0,0.0,0.0,0.5,,0.0,0.0,0,0.0,,6.285714,30.214285,5,25,57,4.806818,6.285714,4.8863635,30.714285,0.35714287,0.9285714,https://www.pro-football-reference.com/players/M/MurrKy00.htm
178,Marquez Valdes-Scantling,27,wr,11.0,5.0,2.3636363,39.090908,16.5,0.27272728,1.6363636,75,0.473,7.8,,,,0,,,2.3636363,16.538462,39.090908,0.27272728,0.0,https://www.pro-football-reference.com/players/V/ValdMa00.htm
179,Taysom Hill,31,qb,12.0,0.5,0.33333334,4.3333335,13.0,0.0,0.33333334,15,0.667,8.7,5.8333335,31.166666,5,26,44,5.342857,6.1666665,5.756757,35.5,0.41666666,0.16666667,https://www.pro-football-reference.com/players/H/HillTa00.htm
180,Kadarius Toney,22,wr,10.0,5.7,3.9,42.0,10.8,0.0,2.1,38,0.684,7.4,0.3,0.6,0,0,7,2.0,4.2,10.142858,42.6,0.0,0.0,https://www.pro-football-reference.com/players/T/ToneKa00.htm
181,Jordan Howard,27,,7.0,0.71428573,0.2857143,2.7142856,9.5,0.0,0.2857143,10,0.4,3.8,12.285714,58.0,3,24,25,4.72093,12.571428,4.8295455,60.714287,0.42857143,0.0,https://www.pro-football-reference.com/players/H/HowaJo00.htm
182,Justin Fields,22,qb,12.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,6.0,35.0,2,22,23,5.8333335,6.0,5.8333335,35.0,0.16666667,1.0,https://www.pro-football-reference.com/players/F/FielJu00.htm
183,Allen Robinson,28,WR,12.0,5.5,3.1666667,34.166668,10.8,0.083333336,1.8333334,39,0.5760000000000001,6.2,,,,0,,,3.1666667,10.789474,34.166668,0.083333336,0.0,https://www.pro-football-reference.com/players/R/RobiAl02.htm
185,Dan Arnold,26,,11.0,4.7272725,3.1818182,37.090908,11.7,0.0,1.8181819,28,0.6729999999999999,7.8,,,,0,,,3.1818182,11.657143,37.090908,0.0,0.09090909,https://www.pro-football-reference.com/players/A/ArnoDa00.htm
186,Olamide Zaccheaus,24,wr,17.0,3.1176472,1.8235294,23.882353,13.1,0.1764706,1.2941177,49,0.585,7.7,0.05882353,0.11764706,0,1,2,2.0,1.882353,12.75,24.0,0.1764706,0.0,https://www.pro-football-reference.com/players/Z/ZaccOl01.htm
187,Tevin Coleman,28,rb,11.0,1.4545455,1.0,4.4545455,4.5,0.0,0.18181819,11,0.688,3.1,7.6363635,32.363636,0,19,20,4.2380953,8.636364,4.2631574,36.81818,0.0,0.0,https://www.pro-football-reference.com/players/C/ColeTe01.htm
188,Evan Engram,27,TE,15.0,4.866667,3.0666666,27.2,8.9,0.2,1.4,30,0.63,5.6,0.06666667,-0.2,0,0,-3,-3.0,3.1333334,8.617021,27.0,0.2,0.06666667,https://www.pro-football-reference.com/players/E/EngrEv00.htm
189,Zach Pascal,27,WR,16.0,4.3125,2.375,24.0,10.1,0.1875,1.0,41,0.551,5.6,0.125,1.3125,0,0,12,10.5,2.5,10.125,25.3125,0.1875,0.0625,https://www.pro-football-reference.com/players/P/PascZa00.htm
190,Jeremy McNichols,26,,14.0,2.7142856,2.0,17.142857,8.6,0.071428575,0.78571427,27,0.737,6.3,2.9285715,11.142858,0,6,14,3.8048782,4.928571,5.739131,28.285715,0.071428575,0.0,https://www.pro-football-reference.com/players/M/McNiJe00.htm
191,Josh Reynolds,26,,12.0,4.0833335,2.4166667,33.0,13.7,0.16666667,1.75,39,0.5920000000000001,8.1,,,,0,,,2.4166667,13.655172,33.0,0.16666667,0.0,https://www.pro-football-reference.com/players/R/ReynJo00.htm
192,Sammy Watkins,28,wr,13.0,3.7692308,2.0769231,30.307692,14.6,0.07692308,1.3076923,49,0.551,8.0,,,,0,,,2.0769231,14.592592,30.307692,0.07692308,0.07692308,https://www.pro-football-reference.com/players/W/WatkSa00.htm
193,DeAndre Carter,28,wr,17.0,2.5882354,1.4117647,17.411764,12.3,0.1764706,1.0,26,0.545,6.7,0.5882353,5.2352943,0,4,27,8.9,2.0,11.323529,22.647058,0.1764706,0.1764706,https://www.pro-football-reference.com/players/C/CartDe02.htm
194,Adam Humphries,28,WR,17.0,3.6470587,2.4117646,22.529411,9.3,0.0,1.3529412,27,0.6609999999999999,6.2,,,,0,,,2.4117646,9.341463,22.529411,0.0,0.0,https://www.pro-football-reference.com/players/H/HumpAd00.htm
195,Patrick Mahomes,26,QB,17.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,3.8823528,22.411764,2,25,32,5.7727275,3.8823528,5.7727275,22.411764,0.11764706,0.5294118,https://www.pro-football-reference.com/players/M/MahoPa00.htm
196,Tre'Quan Smith,25,wr,11.0,4.5454545,2.909091,34.272728,11.8,0.27272728,1.6363636,34,0.64,7.5,,,,0,,,2.909091,11.78125,34.272728,0.27272728,0.09090909,https://www.pro-football-reference.com/players/S/SmitTr03.htm
197,Randall Cobb,31,wr,12.0,3.25,2.3333333,31.25,13.4,0.41666666,1.75,54,0.718,9.6,0.083333336,0.083333336,0,0,1,1.0,2.4166667,12.965517,31.333334,0.41666666,0.083333336,https://www.pro-football-reference.com/players/C/CobbRa00.htm
198,Freddie Swain,23,wr,17.0,2.3529413,1.4705882,20.17647,13.7,0.23529412,0.7058824,68,0.625,8.6,0.29411766,1.882353,0,2,11,6.3999996,1.7647059,12.499999,22.058823,0.23529412,0.05882353,https://www.pro-football-reference.com/players/S/SwaiFr00.htm
199,Foster Moreau,24,TE,17.0,2.5882354,1.7647059,21.941177,12.4,0.1764706,0.9411765,44,0.682,8.5,,,,0,,,1.7647059,12.433333,21.941177,0.1764706,0.05882353,https://www.pro-football-reference.com/players/M/MoreFo00.htm
200,Duke Johnson,28,rb,5.0,1.0,0.8,8.2,10.3,0.0,0.6,20,0.8,8.2,14.2,66.0,3,18,27,4.647887,15.0,4.9466662,74.2,0.6,0.0,https://www.pro-football-reference.com/players/J/JohnDu00.htm
201,Derrick Gore,27,,11.0,0.8181818,0.72727275,9.545455,13.1,0.0,0.27272728,50,0.889,11.7,4.6363635,23.272728,2,12,51,5.019608,5.3636365,6.1186438,32.81818,0.18181819,0.0,https://www.pro-football-reference.com/players/G/GoreDe00.htm
202,Tyler Johnson,23,wr,17.0,3.235294,2.1176472,21.17647,10.0,0.0,0.8235294,31,0.655,6.5,,,,0,,,2.1176472,9.999999,21.17647,0.0,0.0,https://www.pro-football-reference.com/players/J/JohnTy00.htm
203,Durham Smythe,26,TE,17.0,2.4117646,2.0,21.0,10.5,0.0,0.88235295,25,0.8290000000000001,8.7,0.11764706,0.1764706,0,2,2,1.5,2.1176472,9.999999,21.17647,0.0,0.0,https://www.pro-football-reference.com/players/S/SmytDu00.htm
204,Josh Palmer,23,wr,17.0,2.8823528,1.9411764,20.764706,10.7,0.23529412,1.0588236,36,0.6729999999999999,7.2,0.05882353,0.3529412,0,0,6,6.0,2.0,10.558824,21.117647,0.23529412,0.0,https://www.pro-football-reference.com/players/P/PalmJo00.htm
205,Sterling Shepard,28,wr,7.0,7.571429,5.142857,52.285713,10.2,0.14285715,2.7142856,37,0.679,6.9,0.14285715,-1.2857143,0,0,-9,-8.999999,5.285714,9.648649,51.0,0.14285715,0.0,https://www.pro-football-reference.com/players/S/ShepSt00.htm
206,Austin Hooper,27,TE,16.0,3.8125,2.375,21.5625,9.1,0.1875,1.125,34,0.623,5.7,,,,0,,,2.375,9.078947,21.5625,0.1875,0.0,https://www.pro-football-reference.com/players/H/HoopAu00.htm
207,Jamal Agnew,26,wr,10.0,3.9,2.4,22.9,9.5,0.1,1.4,29,0.615,5.9,0.7,11.1,1,3,66,15.857143,3.1,10.967742,34.0,0.2,0.1,https://www.pro-football-reference.com/players/A/AgneJa00.htm
208,Jaret Patterson,22,rb,17.0,0.64705884,0.5882353,4.2941175,7.3,0.0,0.29411766,12,0.909,6.6,4.0,15.6470585,2,15,13,3.9117646,4.5882354,4.3461537,19.941177,0.11764706,0.05882353,https://www.pro-football-reference.com/players/P/PattJa01.htm
209,Travis Homer,23,,14.0,1.4285715,1.1428572,11.5,10.1,0.0,0.5714286,31,0.8,8.1,1.5,12.642858,1,7,73,8.428572,2.642857,9.135135,24.142857,0.071428575,0.0,https://www.pro-football-reference.com/players/H/HomeTr00.htm
210,Trevor Lawrence,22,QB,17.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,4.2941175,19.647058,2,22,26,4.5753427,4.2941175,4.5753427,19.647058,0.11764706,0.5294118,https://www.pro-football-reference.com/players/L/LawrTr00.htm
211,Jonnu Smith,26,TE,16.0,2.8125,1.75,18.375,10.5,0.0625,0.9375,28,0.622,6.5,0.5625,2.5,0,2,9,4.4444447,2.3125,9.027027,20.875,0.0625,0.0625,https://www.pro-football-reference.com/players/S/SmitJo01.htm
212,T.Y. Hilton,32,wr,10.0,3.7,2.3,33.1,14.4,0.3,1.5,52,0.622,8.9,,,,0,,,2.3,14.391304,33.1,0.3,0.0,https://www.pro-football-reference.com/players/H/HiltT.00.htm
213,Jalen Reagor,22,WR,17.0,3.3529413,1.9411764,17.588236,9.1,0.11764706,0.7647059,34,0.579,5.2,0.5882353,1.882353,0,3,12,3.1999998,2.5294118,7.6976743,19.470589,0.11764706,0.11764706,https://www.pro-football-reference.com/players/R/ReagJa00.htm
214,Albert Okwuegbunam,23,te,14.0,2.857143,2.357143,23.571428,10.0,0.14285715,1.0714285,64,0.825,8.3,,,,0,,,2.357143,10.0,23.571428,0.14285715,0.071428575,https://www.pro-football-reference.com/players/O/OkwuAl00.htm
216,Damiere Byrd,28,wr,17.0,2.235294,1.5294118,19.352942,12.7,0.05882353,1.0588236,54,0.684,8.7,,,,0,,,1.5294118,12.653846,19.352942,0.05882353,0.05882353,https://www.pro-football-reference.com/players/B/ByrdDa00.htm
217,Chris Conley,29,wr,16.0,2.3125,1.375,20.1875,14.7,0.125,0.9375,41,0.595,8.7,0.0625,0.1875,0,1,3,3.0,1.4375,14.173913,20.375,0.125,0.0625,https://www.pro-football-reference.com/players/C/ConlCh00.htm
218,Darius Slayton,24,wr,13.0,4.4615383,2.0,26.076923,13.0,0.15384616,1.0769231,42,0.44799999999999995,5.8,0.07692308,-1.0,0,0,-13,-12.999999,2.0769231,12.074074,25.076923,0.15384616,0.07692308,https://www.pro-football-reference.com/players/S/SlayDa01.htm
